"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding","1/12","49/20775",0.0279462651508732,0.0408969733915217,0.00789239837380244,"Gbx2",1
"GO:0001221","GO:0001221","transcription cofactor binding","1/12","51/20775",0.0290715714574479,0.0414131863809786,0.00799201842439937,"Klf4",1
"GO:1990841","GO:1990841","promoter-specific chromatin binding","1/12","53/20775",0.0301956834883825,0.0414131863809786,0.00799201842439937,"Klf4",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/12","55/20775",0.0313186023960359,0.0414131863809786,0.00799201842439937,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/12","57/20775",0.0324403293317665,0.0414131863809786,0.00799201842439937,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/12","57/20775",0.0324403293317665,0.0414131863809786,0.00799201842439937,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/12","57/20775",0.0324403293317665,0.0414131863809786,0.00799201842439937,"Esrrb",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/12","71/20775",0.0402591391722542,0.0503239239653178,0.00971163444944729,"Myc",1
"GO:0008013","GO:0008013","beta-catenin binding","1/12","86/20775",0.0485721309674649,0.0594760787356713,0.0114778397560068,"Klf4",1
"GO:0051219","GO:0051219","phosphoprotein binding","1/12","104/20775",0.0584605745488092,0.0700628883303766,0.0135209082742832,"Pitx2",1
"GO:0005496","GO:0005496","steroid binding","1/12","106/20775",0.0595534550808201,0.0700628883303766,0.0135209082742832,"Esrrb",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/12","122/20775",0.068254727592771,0.0787554549147357,0.0151984211238964,"Klf4",1
"GO:0019955","GO:0019955","cytokine binding","1/12","131/20775",0.0731167010616223,0.082773623843346,0.0159738572329264,"Pou5f1",1
"GO:0070851","GO:0070851","growth factor receptor binding","1/12","148/20775",0.082237030780451,0.0913744786449455,0.0176336713174456,"Fgf4",1
"GO:0008201","GO:0008201","heparin binding","1/12","156/20775",0.0865004209622164,0.0943640955951452,0.018210614939414,"Bmp4",1
"GO:0019207","GO:0019207","kinase regulator activity","1/12","196/20775",0.107546348182191,0.115228230195205,0.0222370268797764,"Klf4",1
"GO:0005539","GO:0005539","glycosaminoglycan binding","1/12","210/20775",0.114806772538584,0.120849234251141,0.0233217820484658,"Bmp4",1
"GO:1901681","GO:1901681","sulfur compound binding","1/12","253/20775",0.13676946517057,0.141485653624728,0.0273042489451229,"Bmp4",1
"GO:0003713","GO:0003713","transcription coactivator activity","1/12","260/20775",0.140297135642838,0.142675053196106,0.0275337821957398,"Pou5f1",1
"GO:0003729","GO:0003729","mRNA binding","1/12","266/20775",0.143310329993483,0.143310329993483,0.0276563794724265,"Myc",1
