"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu05161","mmu05161","Hepatitis B","1/12","162/8657",0.202944816281152,0.277240072847714,0.203603480671516,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05161/17869"")"
"mmu04630","mmu04630","JAK-STAT signaling pathway","1/12","165/8657",0.206318193747136,0.277240072847714,0.203603480671516,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04630/17869"")"
"mmu05225","mmu05225","Hepatocellular carcinoma","1/12","172/8657",0.214138574322591,0.279029051390043,0.20491729600248,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05225/17869"")"
"mmu05202","mmu05202","Transcriptional misregulation in cancer","1/12","183/8657",0.226285138543502,0.280697888613647,0.20614288025482,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05202/17869"")"
"mmu04218","mmu04218","Cellular senescence","1/12","185/8657",0.228475025615759,0.280697888613647,0.20614288025482,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04218/17869"")"
"mmu05205","mmu05205","Proteoglycans in cancer","1/12","205/8657",0.250063535574105,0.298687000824625,0.219353978573776,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05205/17869"")"
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","1/12","216/8657",0.261699793009082,0.304137597280825,0.223356864588122,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05167/17869"")"
"mmu05169","mmu05169","Epstein-Barr virus infection","1/12","229/8657",0.275238245665107,0.311453804305253,0.228729844043026,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05169/17869"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","1/12","246/8657",0.292599015585076,0.322609171029699,0.236922279825973,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/17869"")"
"mmu05163","mmu05163","Human cytomegalovirus infection","1/12","255/8657",0.301634885595952,0.324257502015649,0.238132804417857,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05163/17869"")"
"mmu04144","mmu04144","Endocytosis","1/12","269/8657",0.315480581497298,0.330869878155703,0.242988894606391,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04144/14183"")"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","1/12","296/8657",0.34147487835239,0.348064782915052,0.255616731638961,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04060/12159"")"
"mmu05206","mmu05206","MicroRNAs in cancer","1/12","303/8657",0.348064782915052,0.348064782915052,0.255616731638961,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05206/17869"")"
