"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu05213","mmu05213","Endometrial cancer","1/8","58/8657",0.0523787926338222,0.143168699865781,0.0992440281482947,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05213/17869"")"
"mmu05217","mmu05217","Basal cell carcinoma","1/8","63/8657",0.0567796731358684,0.145497912410663,0.100858629912398,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05217/12159"")"
"mmu05220","mmu05220","Chronic myeloid leukemia","1/8","76/8657",0.0681383747220002,0.160005186355243,0.110915020066536,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05220/17869"")"
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","1/8","79/8657",0.0707425510439624,0.160005186355243,0.110915020066536,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu01521/14183"")"
"mmu04012","mmu04012","ErbB signaling pathway","1/8","84/8657",0.0750686956398859,0.160005186355243,0.110915020066536,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04012/17869"")"
"mmu05210","mmu05210","Colorectal cancer","1/8","88/8657",0.0785169125728977,0.160005186355243,0.110915020066536,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05210/17869"")"
"mmu05222","mmu05222","Small cell lung cancer","1/8","92/8657",0.0819538759380514,0.160005186355243,0.110915020066536,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05222/17869"")"
"mmu05215","mmu05215","Prostate cancer","1/8","99/8657",0.0879415776190344,0.163891121926382,0.11360873663703,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05215/14183"")"
"mmu04110","mmu04110","Cell cycle","1/8","123/8657",0.108212232698736,0.192900066984703,0.133717633083106,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04110/17869"")"
"mmu05418","mmu05418","Fluid shear stress and atherosclerosis","1/8","144/8657",0.12562455533802,0.201802943457548,0.139889075054013,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05418/12159"")"
"mmu05224","mmu05224","Breast cancer","1/8","147/8657",0.128087583332512,0.201802943457548,0.139889075054013,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05224/17869"")"
"mmu05160","mmu05160","Hepatitis C","1/8","160/8657",0.138690692676223,0.201802943457548,0.139889075054013,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05160/17869"")"
"mmu04310","mmu04310","Wnt signaling pathway","1/8","162/8657",0.140311885066147,0.201802943457548,0.139889075054013,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04310/17869"")"
"mmu05161","mmu05161","Hepatitis B","1/8","162/8657",0.140311885066147,0.201802943457548,0.139889075054013,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05161/17869"")"
"mmu04630","mmu04630","JAK-STAT signaling pathway","1/8","165/8657",0.142738667323631,0.201802943457548,0.139889075054013,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04630/17869"")"
"mmu05225","mmu05225","Hepatocellular carcinoma","1/8","172/8657",0.148377862337008,0.202783078527245,0.140568501161376,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05225/17869"")"
"mmu04218","mmu04218","Cellular senescence","1/8","185/8657",0.158764589364624,0.209978973030632,0.145556669366548,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04218/17869"")"
"mmu05205","mmu05205","Proteoglycans in cancer","1/8","205/8657",0.174527751743437,0.214473146753961,0.148672014437919,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05205/17869"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/8","214/8657",0.18153643727016,0.214473146753961,0.148672014437919,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14183"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/8","216/8657",0.183086832594845,0.214473146753961,0.148672014437919,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14183"")"
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","1/8","216/8657",0.183086832594845,0.214473146753961,0.148672014437919,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05167/17869"")"
"mmu05169","mmu05169","Epstein-Barr virus infection","1/8","229/8657",0.193101912365653,0.216521851076892,0.150092168910811,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05169/17869"")"
"mmu04014","mmu04014","Ras signaling pathway","1/8","232/8657",0.195397768045,0.216521851076892,0.150092168910811,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14183"")"
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","1/8","246/8657",0.20603635557099,0.222302383642384,0.154099213307943,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05166/17869"")"
"mmu05163","mmu05163","Human cytomegalovirus infection","1/8","255/8657",0.212810267625093,0.22372361468279,0.155084405556748,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05163/17869"")"
"mmu04144","mmu04144","Endocytosis","1/8","269/8657",0.223246962122744,0.228828136175812,0.158622841508265,"14183",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04144/14183"")"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","1/8","296/8657",0.243033449000262,0.243033449000262,0.168469913299283,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04060/12159"")"
