"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901861","GO:1901861","regulation of muscle tissue development","3/9","179/21077",4.8730832322039e-05,0.000462529933904099,0.000131716701102389,"Bmp4/Fgfr2/Gata6",3
"GO:0048634","GO:0048634","regulation of muscle organ development","3/9","180/21077",4.95461524962494e-05,0.000466316729376465,0.000132795083647621,"Bmp4/Fgfr2/Gata6",3
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","2/9","26/21077",5.23974814912115e-05,0.000489043160584641,0.000139266990279273,"Bmp4/Gata6",2
"GO:0003171","GO:0003171","atrioventricular valve development","2/9","27/21077",5.65767470027474e-05,0.000519393087238337,0.000147909873527459,"Smad6/Pitx2",2
"GO:0060045","GO:0060045","positive regulation of cardiac muscle cell proliferation","2/9","27/21077",5.65767470027474e-05,0.000519393087238337,0.000147909873527459,"Fgfr2/Gata6",2
"GO:0030224","GO:0030224","monocyte differentiation","2/9","29/21077",6.54130647922824e-05,0.000590827681994809,0.000168252619966567,"Bmp4/Myc",2
"GO:1903131","GO:1903131","mononuclear cell differentiation","2/9","29/21077",6.54130647922824e-05,0.000590827681994809,0.000168252619966567,"Bmp4/Myc",2
"GO:0048736","GO:0048736","appendage development","3/9","199/21077",6.67850026188668e-05,0.000593644467723261,0.000169054768533974,"Bmp4/Fgfr2/Pitx2",3
"GO:0060173","GO:0060173","limb development","3/9","199/21077",6.67850026188668e-05,0.000593644467723261,0.000169054768533974,"Bmp4/Fgfr2/Pitx2",3
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","3/9","200/21077",6.77874879217389e-05,0.000597810917105099,0.000170241266807185,"Bmp4/Fgfr2/Myc",3
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","2/9","30/21077",7.00699041569131e-05,0.000613111661372989,0.000174598527627834,"Bmp4/Fgfr2",2
"GO:0055001","GO:0055001","muscle cell development","3/9","206/21077",7.40105139104531e-05,0.000635394004581509,0.000180943969349809,"Bmp4/Smad6/Pitx2",3
"GO:0003309","GO:0003309","type B pancreatic cell differentiation","2/9","31/21077",7.4885721968535e-05,0.000635394004581509,0.000180943969349809,"Bmp4/Gata6",2
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","2/9","31/21077",7.4885721968535e-05,0.000635394004581509,0.000180943969349809,"Bmp4/Gata6",2
"GO:1905314","GO:1905314","semi-lunar valve development","2/9","31/21077",7.4885721968535e-05,0.000635394004581509,0.000180943969349809,"Bmp4/Smad6",2
"GO:0051099","GO:0051099","positive regulation of binding","3/9","208/21077",7.61652172775719e-05,0.000641391303390079,0.000182651846736085,"Bmp4/Pitx2/Myc",3
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","3/9","211/21077",7.94738449234092e-05,0.000657673980224748,0.000187288736849717,"Bmp4/Fgfr2/Myc",3
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","2/9","32/21077",7.98604118844337e-05,0.000657673980224748,0.000187288736849717,"Bmp4/Fgfr2",2
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","2/9","32/21077",7.98604118844337e-05,0.000657673980224748,0.000187288736849717,"Fgfr2/Smad6",2
"GO:0048566","GO:0048566","embryonic digestive tract development","2/9","33/21077",8.49938676074567e-05,0.000686466515244984,0.000195488114773713,"Fgfr2/Pitx2",2
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","2/9","33/21077",8.49938676074567e-05,0.000686466515244984,0.000195488114773713,"Bmp4/Fgfr2",2
"GO:0035265","GO:0035265","organ growth","3/9","216/21077",8.51953978741543e-05,0.000686466515244984,0.000195488114773713,"Fgfr2/Gata6/Dusp6",3
"GO:0048762","GO:0048762","mesenchymal cell differentiation","3/9","218/21077",8.75575698689407e-05,0.000700460558951525,0.000199473260678865,"Bmp4/Fgfr2/Pitx2",3
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","2/9","34/21077",9.02859828859992e-05,0.000707134970855379,0.000201373962565019,"Bmp4/Pitx2",2
"GO:0035883","GO:0035883","enteroendocrine cell differentiation","2/9","34/21077",9.02859828859992e-05,0.000707134970855379,0.000201373962565019,"Bmp4/Gata6",2
"GO:0060512","GO:0060512","prostate gland morphogenesis","2/9","34/21077",9.02859828859992e-05,0.000707134970855379,0.000201373962565019,"Bmp4/Fgfr2",2
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","2/9","35/21077",9.57366515139894e-05,0.000744618400664362,0.000212048285151599,"Bmp4/Smad6",2
"GO:0060348","GO:0060348","bone development","3/9","229/21077",0.000101319814020711,0.000766940941963371,0.000218405174262126,"Bmp4/Fgfr2/Pitx2",3
"GO:0003401","GO:0003401","axis elongation","2/9","36/21077",0.000101345767330874,0.000766940941963371,0.000218405174262126,"Bmp4/Fgfr2",2
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","2/9","36/21077",0.000101345767330874,0.000766940941963371,0.000218405174262126,"Bmp4/Fgfr2",2
"GO:1905209","GO:1905209","positive regulation of cardiocyte differentiation","2/9","36/21077",0.000101345767330874,0.000766940941963371,0.000218405174262126,"Bmp4/Gata6",2
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","2/9","37/21077",0.000107113224221604,0.000799778740854643,0.000227756539923831,"Fgfr2/Myc",2
"GO:0030513","GO:0030513","positive regulation of BMP signaling pathway","2/9","37/21077",0.000107113224221604,0.000799778740854643,0.000227756539923831,"Bmp4/Gata6",2
"GO:0043583","GO:0043583","ear development","3/9","238/21077",0.000113578529516001,0.00084243677521802,0.00023990445760438,"Bmp4/Fgfr2/Myc",3
"GO:0010092","GO:0010092","specification of animal organ identity","2/9","39/21077",0.000119122736991837,0.000872009577979461,0.000248326035834377,"Bmp4/Fgfr2",2
"GO:0021983","GO:0021983","pituitary gland development","2/9","39/21077",0.000119122736991837,0.000872009577979461,0.000248326035834377,"Bmp4/Pitx2",2
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","2/9","42/21077",0.000138321913939685,0.00100597755592498,0.00028647669120796,"Fgfr2/Gata6",2
"GO:0001709","GO:0001709","cell fate determination","2/9","43/21077",0.000145037191403869,0.00104723942984436,0.000298227018085377,"Bmp4/Gata6",2
"GO:0048705","GO:0048705","skeletal system morphogenesis","3/9","259/21077",0.000145865492014036,0.00104723942984436,0.000298227018085377,"Bmp4/Fgfr2/Myc",3
"GO:0060421","GO:0060421","positive regulation of heart growth","2/9","45/21077",0.000158940439204918,0.00112666640449056,0.000320845790000601,"Fgfr2/Gata6",2
"GO:0090184","GO:0090184","positive regulation of kidney development","2/9","45/21077",0.000158940439204918,0.00112666640449056,0.000320845790000601,"Bmp4/Myc",2
