"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu05221","mmu05221","Acute myeloid leukemia","1/11","70/8657",0.0854825672871542,0.189515395790679,0.150833819499642,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05221/17869"")"
"mmu05218","mmu05218","Melanoma","1/11","72/8657",0.0878242078054365,0.189515395790679,0.150833819499642,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu05220","mmu05220","Chronic myeloid leukemia","1/11","76/8657",0.0924911442295951,0.18960684567067,0.150906603743024,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05220/17869"")"
"mmu04012","mmu04012","ErbB signaling pathway","1/11","84/8657",0.101759957843394,0.197767298255974,0.157401444054819,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04012/17869"")"
"mmu05210","mmu05210","Colorectal cancer","1/11","88/8657",0.106362016677564,0.197767298255974,0.157401444054819,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05210/17869"")"
"mmu05222","mmu05222","Small cell lung cancer","1/11","92/8657",0.110942630728961,0.197767298255974,0.157401444054819,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05222/17869"")"
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/11","115/8657",0.13686948961864,0.233818711431844,0.186094481499029,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04670/18613"")"
"mmu04110","mmu04110","Cell cycle","1/11","123/8657",0.145725130413057,0.238989213877414,0.19020964390757,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04110/17869"")"
"mmu05160","mmu05160","Hepatitis C","1/11","160/8657",0.185617917832132,0.262119144926485,0.208618574909397,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05160/17869"")"
"mmu04310","mmu04310","Wnt signaling pathway","1/11","162/8657",0.187725233565163,0.262119144926485,0.208618574909397,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04310/17869"")"
"mmu05161","mmu05161","Hepatitis B","1/11","162/8657",0.187725233565163,0.262119144926485,0.208618574909397,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05161/17869"")"
"mmu04630","mmu04630","JAK-STAT signaling pathway","1/11","165/8657",0.190876913469842,0.262119144926485,0.208618574909397,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04630/17869"")"
"mmu04514","mmu04514","Cell adhesion molecules (CAMs)","1/11","171/8657",0.197146945763668,0.262119144926485,0.208618574909397,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04514/18613"")"
"mmu05225","mmu05225","Hepatocellular carcinoma","1/11","172/8657",0.198187646163928,0.262119144926485,0.208618574909397,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05225/17869"")"
"mmu04218","mmu04218","Cellular senescence","1/11","185/8657",0.21160561062213,0.271119688609605,0.215782037147567,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04218/17869"")"
"mmu05205","mmu05205","Proteoglycans in cancer","1/11","205/8657",0.231850412104455,0.276502282933364,0.220066001821163,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05205/17869"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/11","214/8657",0.240805423955434,0.276502282933364,0.220066001821163,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/11","216/8657",0.242782492331735,0.276502282933364,0.220066001821163,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14175"")"
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","1/11","216/8657",0.242782492331735,0.276502282933364,0.220066001821163,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05167/17869"")"
"mmu05169","mmu05169","Epstein-Barr virus infection","1/11","229/8657",0.255519766189916,0.278833809127506,0.221921645261943,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05169/17869"")"
"mmu04014","mmu04014","Ras signaling pathway","1/11","232/8657",0.258431335288908,0.278833809127506,0.221921645261943,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14175"")"
"mmu05163","mmu05163","Human cytomegalovirus infection","1/11","255/8657",0.280411777006627,0.294791868135171,0.234622539465733,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05163/17869"")"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","1/11","296/8657",0.318130754279612,0.32438788362502,0.258177776440966,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04060/12159"")"
"mmu05206","mmu05206","MicroRNAs in cancer","1/11","303/8657",0.32438788362502,0.32438788362502,0.258177776440966,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05206/17869"")"
