"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035886","GO:0035886","vascular smooth muscle cell differentiation","3/7","36/21077",1.5940856922391e-07,7.88186814495999e-06,1.66866280064795e-06,"Gata6/Smad6/Pitx2",3
"GO:0035051","GO:0035051","cardiocyte differentiation","4/7","182/21077",1.84501582611625e-07,8.64244255391298e-06,1.82968328462498e-06,"Bmp4/Gata6/Smad6/Pitx2",4
"GO:1902893","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","3/7","45/21077",3.16401696461082e-07,1.40798754925181e-05,2.98083703508072e-06,"Bmp4/Gata6/Smad6",3
"GO:0030324","GO:0030324","lung development","4/7","224/21077",4.23965752753157e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0030323","GO:0030323","respiratory tube development","4/7","227/21077",4.47144545135645e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0060412","GO:0060412","ventricular septum morphogenesis","3/7","51/21077",4.63948714796518e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Fgfr2/Pitx2",3
"GO:0048863","GO:0048863","stem cell differentiation","4/7","230/21077",4.71256733256562e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","4/7","232/21077",4.87862137977477e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Gata6/Smad6/Lefty1",4
"GO:0060428","GO:0060428","lung epithelium development","3/7","52/21077",4.92283553032916e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Fgfr2/Gata6",3
"GO:0061614","GO:0061614","pri-miRNA transcription by RNA polymerase II","3/7","52/21077",4.92283553032916e-07,1.62271245258998e-05,3.43542908354355e-06,"Bmp4/Gata6/Smad6",3
"GO:0048546","GO:0048546","digestive tract morphogenesis","3/7","54/21077",5.52358375649423e-07,1.69516880802754e-05,3.58882574378391e-06,"Bmp4/Fgfr2/Pitx2",3
"GO:0055025","GO:0055025","positive regulation of cardiac muscle tissue development","3/7","54/21077",5.52358375649423e-07,1.69516880802754e-05,3.58882574378391e-06,"Bmp4/Fgfr2/Gata6",3
"GO:0003170","GO:0003170","heart valve development","3/7","58/21077",6.86738131573649e-07,2.01202443170508e-05,4.25963776789129e-06,"Bmp4/Smad6/Pitx2",3
"GO:0060541","GO:0060541","respiratory system development","4/7","255/21077",7.11838664885649e-07,2.01202443170508e-05,4.25963776789129e-06,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","3/7","59/21077",7.23424514770364e-07,2.01202443170508e-05,4.25963776789129e-06,"Bmp4/Fgfr2/Gata6",3
"GO:0048738","GO:0048738","cardiac muscle tissue development","4/7","260/21077",7.69242089588578e-07,2.07462260525404e-05,4.39216376511501e-06,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0048286","GO:0048286","lung alveolus development","3/7","62/21077",8.41250525554525e-07,2.20209696395155e-05,4.66203851623096e-06,"Bmp4/Fgfr2/Gata6",3
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","3/7","63/21077",8.83187095944776e-07,2.24581861540243e-05,4.75460120824406e-06,"Bmp4/Smad6/Lefty1",3
"GO:0060389","GO:0060389","pathway-restricted SMAD protein phosphorylation","3/7","66/21077",1.01728373077186e-06,2.4469797848296e-05,5.18047760478413e-06,"Bmp4/Smad6/Lefty1",3
"GO:0060425","GO:0060425","lung morphogenesis","3/7","66/21077",1.01728373077186e-06,2.4469797848296e-05,5.18047760478413e-06,"Bmp4/Fgfr2/Pitx2",3
"GO:0048645","GO:0048645","animal organ formation","3/7","73/21077",1.38129017794189e-06,3.23512699570601e-05,6.84905656098612e-06,"Bmp4/Fgfr2/Gata6",3
"GO:0045844","GO:0045844","positive regulation of striated muscle tissue development","3/7","84/21077",2.11281212459972e-06,4.70100697723438e-05,9.95245711324605e-06,"Bmp4/Fgfr2/Gata6",3
"GO:0048636","GO:0048636","positive regulation of muscle organ development","3/7","84/21077",2.11281212459972e-06,4.70100697723438e-05,9.95245711324605e-06,"Bmp4/Fgfr2/Gata6",3
"GO:1901863","GO:1901863","positive regulation of muscle tissue development","3/7","85/21077",2.18979763504178e-06,4.75346315899312e-05,1.00635115962125e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","4/7","358/21077",2.75148602146866e-06,5.83052990263597e-05,1.23437593444333e-05,"Bmp4/Gata6/Smad6/Lefty1",4
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","3/7","93/21077",2.87371709746414e-06,5.94792608544903e-05,1.25922976853386e-05,"Bmp4/Gata6/Smad6",3
"GO:0055024","GO:0055024","regulation of cardiac muscle tissue development","3/7","101/21077",3.68631517818809e-06,7.45641024678954e-05,1.57858951410447e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0001657","GO:0001657","ureteric bud development","3/7","104/21077",4.02643434931882e-06,7.62452461892287e-05,1.61418084776723e-05,"Bmp4/Fgfr2/Smad6",3
"GO:0072163","GO:0072163","mesonephric epithelium development","3/7","104/21077",4.02643434931882e-06,7.62452461892287e-05,1.61418084776723e-05,"Bmp4/Fgfr2/Smad6",3
"GO:0072164","GO:0072164","mesonephric tubule development","3/7","104/21077",4.02643434931882e-06,7.62452461892287e-05,1.61418084776723e-05,"Bmp4/Fgfr2/Smad6",3
"GO:0003149","GO:0003149","membranous septum morphogenesis","2/7","10/21077",4.24927875907595e-06,7.74547937261457e-05,1.63978806351036e-05,"Bmp4/Fgfr2",2
"GO:0055006","GO:0055006","cardiac cell development","3/7","106/21077",4.26436504784398e-06,7.74547937261457e-05,1.63978806351036e-05,"Bmp4/Smad6/Pitx2",3
"GO:0001823","GO:0001823","mesonephros development","3/7","107/21077",4.38674917657148e-06,7.80841353429723e-05,1.65311179496062e-05,"Bmp4/Fgfr2/Smad6",3
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/7","111/21077",4.89956997459903e-06,8.55022995567282e-05,1.81016104324711e-05,"Bmp4/Gata6/Lefty1",3
"GO:0061309","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","2/7","11/21077",5.19274138252979e-06,8.71988647255002e-05,1.84607886290533e-05,"Bmp4/Pitx2",2
"GO:2000288","GO:2000288","positive regulation of myoblast proliferation","2/7","11/21077",5.19274138252979e-06,8.71988647255002e-05,1.84607886290533e-05,"Gata6/Pitx2",2
"GO:0007517","GO:0007517","muscle organ development","4/7","425/21077",5.43733420186e-06,8.96153229565814e-05,1.89723747004472e-05,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0042476","GO:0042476","odontogenesis","3/7","116/21077",5.59456560053889e-06,9.05302433541747e-05,1.91660716267265e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0060502","GO:0060502","epithelial cell proliferation involved in lung morphogenesis","2/7","12/21077",6.2303039451339e-06,9.90173305565924e-05,2.09628647778002e-05,"Bmp4/Fgfr2",2
"GO:0014706","GO:0014706","striated muscle tissue development","4/7","450/21077",6.81973213004661e-06,0.000106483536767394,2.2543528186119e-05,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0060601","GO:0060601","lateral sprouting from an epithelium","2/7","13/21077",7.36192171187887e-06,0.000112967419371934,2.39162247990257e-05,"Bmp4/Fgfr2",2
"GO:0048732","GO:0048732","gland development","4/7","467/21077",7.89845749222756e-06,0.000119146223187839,2.52243334720559e-05,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0009799","GO:0009799","specification of symmetry","3/7","132/21077",8.25090545544684e-06,0.000121212934676727,2.56618749936536e-05,"Bmp4/Lefty1/Pitx2",3
"GO:0060537","GO:0060537","muscle tissue development","4/7","473/21077",8.30785282615769e-06,0.000121212934676727,2.56618749936536e-05,"Bmp4/Fgfr2/Gata6/Pitx2",4
"GO:0061308","GO:0061308","cardiac neural crest cell development involved in heart development","2/7","14/21077",8.58754996050396e-06,0.000123272894594331,2.60979871465231e-05,"Bmp4/Pitx2",2
"GO:0035270","GO:0035270","endocrine system development","3/7","137/21077",9.22562881315971e-06,0.000130330311804955,2.75921062248219e-05,"Bmp4/Gata6/Pitx2",3
"GO:0060442","GO:0060442","branching involved in prostate gland morphogenesis","2/7","15/21077",9.90714398149468e-06,0.000133596335508034,2.82835529934218e-05,"Bmp4/Fgfr2",2
"GO:0061307","GO:0061307","cardiac neural crest cell differentiation involved in heart development","2/7","15/21077",9.90714398149468e-06,0.000133596335508034,2.82835529934218e-05,"Bmp4/Pitx2",2
"GO:1902894","GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II","2/7","15/21077",9.90714398149468e-06,0.000133596335508034,2.82835529934218e-05,"Bmp4/Gata6",2
"GO:0072073","GO:0072073","kidney epithelium development","3/7","142/21077",1.02737237336633e-05,0.000136471852581498,2.88923259752668e-05,"Bmp4/Fgfr2/Smad6",3
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","3/7","143/21077",1.04923751711257e-05,0.000137326675033851,2.90732996227786e-05,"Bmp4/Gata6/Pitx2",3
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","3/7","146/21077",1.11667664881738e-05,0.000141906853232275,3.00429647883823e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0097094","GO:0097094","craniofacial suture morphogenesis","2/7","16/21077",1.13206590780804e-05,0.000141906853232275,3.00429647883823e-05,"Bmp4/Fgfr2",2
"GO:2000291","GO:2000291","regulation of myoblast proliferation","2/7","16/21077",1.13206590780804e-05,0.000141906853232275,3.00429647883823e-05,"Gata6/Pitx2",2
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","2/7","17/21077",1.28280505662317e-05,0.000156396780875976,3.31106135739795e-05,"Bmp4/Smad6",2
"GO:0060973","GO:0060973","cell migration involved in heart development","2/7","17/21077",1.28280505662317e-05,0.000156396780875976,3.31106135739795e-05,"Bmp4/Pitx2",2
"GO:0060947","GO:0060947","cardiac vascular smooth muscle cell differentiation","2/7","18/21077",1.44292737746584e-05,0.000173541265668189,3.67402561260861e-05,"Gata6/Smad6",2
"GO:0003180","GO:0003180","aortic valve morphogenesis","2/7","19/21077",1.61242840448066e-05,0.000188823852629972,3.99757180612242e-05,"Bmp4/Smad6",2
"GO:0060572","GO:0060572","morphogenesis of an epithelial bud","2/7","19/21077",1.61242840448066e-05,0.000188823852629972,3.99757180612242e-05,"Bmp4/Fgfr2",2
"GO:0030509","GO:0030509","BMP signaling pathway","3/7","166/21077",1.64073336801176e-05,0.000189643207471489,4.01491828946145e-05,"Bmp4/Gata6/Smad6",3
"GO:0048557","GO:0048557","embryonic digestive tract morphogenesis","2/7","20/21077",1.79130367308567e-05,0.000199490990726325,4.22340477114278e-05,"Fgfr2/Pitx2",2
"GO:0061323","GO:0061323","cell proliferation involved in heart morphogenesis","2/7","20/21077",1.79130367308567e-05,0.000199490990726325,4.22340477114278e-05,"Bmp4/Pitx2",2
"GO:0007369","GO:0007369","gastrulation","3/7","171/21077",1.79317744473101e-05,0.000199490990726325,4.22340477114278e-05,"Bmp4/Gata6/Lefty1",3
"GO:0035107","GO:0035107","appendage morphogenesis","3/7","174/21077",1.88898691134339e-05,0.000203382457499822,4.30579064369818e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0035108","GO:0035108","limb morphogenesis","3/7","174/21077",1.88898691134339e-05,0.000203382457499822,4.30579064369818e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0016202","GO:0016202","regulation of striated muscle tissue development","3/7","176/21077",1.95470332877405e-05,0.000203382457499822,4.30579064369818e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0003177","GO:0003177","pulmonary valve development","2/7","21/21077",1.97954871997208e-05,0.000203382457499822,4.30579064369818e-05,"Bmp4/Smad6",2
"GO:0051450","GO:0051450","myoblast proliferation","2/7","21/21077",1.97954871997208e-05,0.000203382457499822,4.30579064369818e-05,"Gata6/Pitx2",2
"GO:0071772","GO:0071772","response to BMP","3/7","177/21077",1.98812065196455e-05,0.000203382457499822,4.30579064369818e-05,"Bmp4/Gata6/Smad6",3
"GO:0071773","GO:0071773","cellular response to BMP stimulus","3/7","177/21077",1.98812065196455e-05,0.000203382457499822,4.30579064369818e-05,"Bmp4/Gata6/Smad6",3
"GO:1901861","GO:1901861","regulation of muscle tissue development","3/7","179/21077",2.05608365275912e-05,0.000207944823972229,4.4023800699029e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0048634","GO:0048634","regulation of muscle organ development","3/7","180/21077",2.09063337690514e-05,0.000209063337690514,4.42606001733909e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0060602","GO:0060602","branch elongation of an epithelium","2/7","22/21077",2.17715908310401e-05,0.000215296842662508,4.55802895760957e-05,"Bmp4/Fgfr2",2
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","3/7","186/21077",2.30601412919343e-05,0.000225533249998039,4.77474296270242e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0003176","GO:0003176","aortic valve development","2/7","23/21077",2.3841303017183e-05,0.000230638692231444,4.88282979413702e-05,"Bmp4/Smad6",2
"GO:0048736","GO:0048736","appendage development","3/7","199/21077",2.82186251916398e-05,0.000267176344899568,5.65636496002634e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0060173","GO:0060173","limb development","3/7","199/21077",2.82186251916398e-05,0.000267176344899568,5.65636496002634e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","2/7","26/21077",3.06116450190868e-05,0.000286782779652497,6.07145092345322e-05,"Bmp4/Gata6",2
"GO:0055001","GO:0055001","muscle cell development","3/7","206/21077",3.12872467325315e-05,0.000290058849916178,6.14080829509116e-05,"Bmp4/Smad6/Pitx2",3
"GO:0003171","GO:0003171","atrioventricular valve development","2/7","27/21077",3.30553456026583e-05,0.000300196505983326,6.35543164648318e-05,"Smad6/Pitx2",2
"GO:0060045","GO:0060045","positive regulation of cardiac muscle cell proliferation","2/7","27/21077",3.30553456026583e-05,0.000300196505983326,6.35543164648318e-05,"Fgfr2/Gata6",2
"GO:0048762","GO:0048762","mesenchymal cell differentiation","3/7","218/21077",3.70458628572487e-05,0.000333038565080316,7.05072775273526e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","3/7","223/21077",3.96377311521249e-05,0.000352775807253912,7.46858302761091e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold","2/7","30/21077",4.09465834856953e-05,0.000360816428735335,7.63881025944706e-05,"Bmp4/Fgfr2",2
"GO:0060348","GO:0060348","bone development","3/7","229/21077",4.29023946049579e-05,0.00037094826845977,7.85331047360127e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0003309","GO:0003309","type B pancreatic cell differentiation","2/7","31/21077",4.37635597621076e-05,0.00037094826845977,7.85331047360127e-05,"Bmp4/Gata6",2
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer","2/7","31/21077",4.37635597621076e-05,0.00037094826845977,7.85331047360127e-05,"Bmp4/Gata6",2
"GO:1905314","GO:1905314","semi-lunar valve development","2/7","31/21077",4.37635597621076e-05,0.00037094826845977,7.85331047360127e-05,"Bmp4/Smad6",2
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","2/7","32/21077",4.66737436969676e-05,0.000388220858787861,8.2189868389151e-05,"Bmp4/Fgfr2",2
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","2/7","32/21077",4.66737436969676e-05,0.000388220858787861,8.2189868389151e-05,"Fgfr2/Smad6",2
"GO:0033002","GO:0033002","muscle cell proliferation","3/7","237/21077",4.75242952443057e-05,0.000391635395994741,8.29127568102409e-05,"Bmp4/Fgfr2/Gata6",3
"GO:0048566","GO:0048566","embryonic digestive tract development","2/7","33/21077",4.96770908097788e-05,0.000401932825642756,8.5092815836846e-05,"Fgfr2/Pitx2",2
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","2/7","33/21077",4.96770908097788e-05,0.000401932825642756,8.5092815836846e-05,"Bmp4/Fgfr2",2
"GO:0001763","GO:0001763","morphogenesis of a branching structure","3/7","242/21077",5.05731373505375e-05,0.00040549632650431,8.58472412114387e-05,"Bmp4/Fgfr2/Pitx2",3
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","2/7","34/21077",5.27735566327454e-05,0.000412004082483714,8.72249920338082e-05,"Bmp4/Pitx2",2
"GO:0035883","GO:0035883","enteroendocrine cell differentiation","2/7","34/21077",5.27735566327454e-05,0.000412004082483714,8.72249920338082e-05,"Bmp4/Gata6",2
"GO:0060512","GO:0060512","prostate gland morphogenesis","2/7","34/21077",5.27735566327454e-05,0.000412004082483714,8.72249920338082e-05,"Bmp4/Fgfr2",2
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","2/7","35/21077",5.59630967107696e-05,0.000433105704979,9.16923964414441e-05,"Bmp4/Smad6",2
"GO:0003401","GO:0003401","axis elongation","2/7","36/21077",5.92456666014487e-05,0.000446852909112622,9.4602803939869e-05,"Bmp4/Fgfr2",2
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","2/7","36/21077",5.92456666014487e-05,0.000446852909112622,9.4602803939869e-05,"Bmp4/Fgfr2",2
"GO:1905209","GO:1905209","positive regulation of cardiocyte differentiation","2/7","36/21077",5.92456666014487e-05,0.000446852909112622,9.4602803939869e-05,"Bmp4/Gata6",2
"GO:0030513","GO:0030513","positive regulation of BMP signaling pathway","2/7","37/21077",6.26212218750732e-05,0.000468343592174918,9.91525759897223e-05,"Bmp4/Gata6",2
"GO:0010092","GO:0010092","specification of animal organ identity","2/7","39/21077",6.96511109157717e-05,0.000512309824091213,0.0001084606250885,"Bmp4/Fgfr2",2
"GO:0021983","GO:0021983","pituitary gland development","2/7","39/21077",6.96511109157717e-05,0.000512309824091213,0.0001084606250885,"Bmp4/Pitx2",2
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","3/7","271/21077",7.08199448750305e-05,0.000516637302776862,0.000109376791480849,"Bmp4/Gata6/Smad6",3
"GO:0060485","GO:0060485","mesenchyme development","3/7","274/21077",7.31754582487594e-05,0.000529480958060129,0.000112095909512434,"Bmp4/Fgfr2/Pitx2",3
"GO:0045165","GO:0045165","cell fate commitment","3/7","278/21077",7.63954938240478e-05,0.000548322495995182,0.000116084833569648,"Bmp4/Fgfr2/Gata6",3
"GO:0001822","GO:0001822","kidney development","3/7","280/21077",7.80398623442631e-05,0.000555643819891153,0.000117634824081037,"Bmp4/Fgfr2/Smad6",3
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","2/7","42/21077",8.08922248357541e-05,0.000571381588125564,0.000120966652010025,"Fgfr2/Gata6",2
"GO:0001709","GO:0001709","cell fate determination","2/7","43/21077",8.48247600936574e-05,0.000594441232152402,0.000125848587291875,"Bmp4/Gata6",2
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","2/7","45/21077",9.29678104717547e-05,0.000641405824184974,0.000135791416356133,"Bmp4/Fgfr2",2
"GO:0060421","GO:0060421","positive regulation of heart growth","2/7","45/21077",9.29678104717547e-05,0.000641405824184974,0.000135791416356133,"Fgfr2/Gata6",2
"GO:0072001","GO:0072001","renal system development","3/7","301/21077",9.67295894699934e-05,0.000657170493345757,0.000139128939454631,"Bmp4/Fgfr2/Smad6",3
"GO:0090596","GO:0090596","sensory organ morphogenesis","3/7","301/21077",9.67295894699934e-05,0.000657170493345757,0.000139128939454631,"Bmp4/Fgfr2/Pitx2",3
"GO:0003179","GO:0003179","heart valve morphogenesis","2/7","47/21077",0.000101481205207912,0.000679084756654452,0.000143768387275159,"Bmp4/Smad6",2
"GO:0035137","GO:0035137","hindlimb morphogenesis","2/7","47/21077",0.000101481205207912,0.000679084756654452,0.000143768387275159,"Bmp4/Pitx2",2
"GO:0048701","GO:0048701","embryonic cranial skeleton morphogenesis","2/7","48/21077",0.000105876670960899,0.00070321072503881,0.000148876073071493,"Bmp4/Fgfr2",2
"GO:0010862","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","2/7","49/21077",0.000110364589929496,0.000724374082005594,0.000153356547225312,"Bmp4/Lefty1",2
"GO:0051146","GO:0051146","striated muscle cell differentiation","3/7","315/21077",0.000110690870958158,0.000724374082005594,0.000153356547225312,"Bmp4/Gata6/Pitx2",3
"GO:0048562","GO:0048562","embryonic organ morphogenesis","3/7","316/21077",0.000111735755342505,0.000725874614998757,0.000153674223636638,"Bmp4/Fgfr2/Pitx2",3
"GO:0060043","GO:0060043","regulation of cardiac muscle cell proliferation","2/7","50/21077",0.000114944917848781,0.000741311426705905,0.00015694233634578,"Fgfr2/Gata6",2
"GO:0031018","GO:0031018","endocrine pancreas development","2/7","52/21077",0.000124382623543033,0.000796406726282728,0.00016860650976299,"Bmp4/Gata6",2
"GO:0030850","GO:0030850","prostate gland development","2/7","53/21077",0.000129239912851447,0.000815769662679346,0.000172705818592079,"Bmp4/Fgfr2",2
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","2/7","53/21077",0.000129239912851447,0.000815769662679346,0.000172705818592079,"Bmp4/Fgfr2",2
"GO:0009948","GO:0009948","anterior/posterior axis specification","2/7","54/21077",0.000134189434177439,0.00084104645364733,0.000178057143941895,"Bmp4/Lefty1",2
"GO:0043010","GO:0043010","camera-type eye development","3/7","341/21077",0.000140003143841795,0.000871348237896489,0.000184472305834975,"Bmp4/Fgfr2/Pitx2",3
"GO:0001655","GO:0001655","urogenital system development","3/7","345/21077",0.000144919468928877,0.000895682828796529,0.000189624158905474,"Bmp4/Fgfr2/Smad6",3
"GO:0010463","GO:0010463","mesenchymal cell proliferation","2/7","57/21077",0.000149590948307641,0.0009118900273548,0.000193055369481383,"Bmp4/Fgfr2",2
"GO:0046622","GO:0046622","positive regulation of organ growth","2/7","57/21077",0.000149590948307641,0.0009118900273548,0.000193055369481383,"Fgfr2/Gata6",2
"GO:0060443","GO:0060443","mammary gland morphogenesis","2/7","58/21077",0.00015490895581393,0.000937884154247602,0.000198558561336867,"Bmp4/Fgfr2",2
"GO:0001755","GO:0001755","neural crest cell migration","2/7","59/21077",0.000160318974456006,0.000964080319363817,0.000204104526512269,"Bmp4/Pitx2",2
"GO:1905207","GO:1905207","regulation of cardiocyte differentiation","2/7","61/21077",0.000171414868606412,0.00102388747019937,0.000216766241473315,"Bmp4/Gata6",2
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","2/7","62/21077",0.000177100655875774,0.00105079722486293,0.000222463280012376,"Fgfr2/Gata6",2
"GO:0009880","GO:0009880","embryonic pattern specification","2/7","64/21077",0.000188747690300125,0.00109794408083079,0.000232444696000842,"Fgfr2/Smad6",2
"GO:0051784","GO:0051784","negative regulation of nuclear division","2/7","64/21077",0.000188747690300125,0.00109794408083079,0.000232444696000842,"Bmp4/Fgfr2",2
"GO:2000736","GO:2000736","regulation of stem cell differentiation","2/7","64/21077",0.000188747690300125,0.00109794408083079,0.000232444696000842,"Bmp4/Gata6",2
"GO:0060562","GO:0060562","epithelial tube morphogenesis","3/7","379/21077",0.000191339082101614,0.00110579079915868,0.000234105917267183,"Bmp4/Fgfr2/Pitx2",3
"GO:0030900","GO:0030900","forebrain development","3/7","382/21077",0.000195846481189512,0.00112453785973333,0.000238074839612378,"Bmp4/Fgfr2/Pitx2",3
"GO:1904888","GO:1904888","cranial skeletal system development","2/7","66/21077",0.000200761710715706,0.00114537129831396,0.000242485467058781,"Bmp4/Fgfr2",2
"GO:0001503","GO:0001503","ossification","3/7","387/21077",0.000203512139700501,0.00115366754352513,0.000244241857233588,"Bmp4/Fgfr2/Smad6",3
"GO:0001654","GO:0001654","eye development","3/7","389/21077",0.000206632482849937,0.00115815437210115,0.000245191759439511,"Bmp4/Fgfr2/Pitx2",3
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","2/7","67/21077",0.000206906230521442,0.00115815437210115,0.000245191759439511,"Bmp4/Fgfr2",2
