"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu05221","mmu05221","Acute myeloid leukemia","1/10","70/8657",0.0780188596632883,0.164338500994974,0.118138075169686,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05221/17869"")"
"mmu05218","mmu05218","Melanoma","1/10","72/8657",0.0801651224365729,0.164338500994974,0.118138075169686,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05218/14175"")"
"mmu05220","mmu05220","Chronic myeloid leukemia","1/10","76/8657",0.0844441633593878,0.164867176082614,0.118518124013176,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05220/17869"")"
"mmu04012","mmu04012","ErbB signaling pathway","1/10","84/8657",0.092948540870236,0.173193834231671,0.124503911642793,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04012/17869"")"
"mmu05210","mmu05210","Colorectal cancer","1/10","88/8657",0.0971740107735596,0.173193834231671,0.124503911642793,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05210/17869"")"
"mmu05222","mmu05222","Small cell lung cancer","1/10","92/8657",0.101381756623417,0.173193834231671,0.124503911642793,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05222/17869"")"
"mmu04670","mmu04670","Leukocyte transendothelial migration","1/10","115/8657",0.125235639560758,0.205386448879643,0.147646227692683,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04670/18613"")"
"mmu04110","mmu04110","Cell cycle","1/10","123/8657",0.133398076335255,0.210358504990209,0.151220491392191,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04110/17869"")"
"mmu05160","mmu05160","Hepatitis C","1/10","160/8657",0.170264891657176,0.233078435219613,0.16755317551089,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05160/17869"")"
"mmu04310","mmu04310","Wnt signaling pathway","1/10","162/8657",0.172216864424038,0.233078435219613,0.16755317551089,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04310/17869"")"
"mmu05161","mmu05161","Hepatitis B","1/10","162/8657",0.172216864424038,0.233078435219613,0.16755317551089,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05161/17869"")"
"mmu04630","mmu04630","JAK-STAT signaling pathway","1/10","165/8657",0.175137075073536,0.233078435219613,0.16755317551089,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04630/17869"")"
"mmu04514","mmu04514","Cell adhesion molecules (CAMs)","1/10","171/8657",0.180949697972917,0.233078435219613,0.16755317551089,"18613",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04514/18613"")"
"mmu05225","mmu05225","Hepatocellular carcinoma","1/10","172/8657",0.181914876268966,0.233078435219613,0.16755317551089,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05225/17869"")"
"mmu04218","mmu04218","Cellular senescence","1/10","185/8657",0.194369382539538,0.241489232852153,0.173599448520161,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04218/17869"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/10","214/8657",0.221539725002092,0.254408165167217,0.18288648587117,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/10","216/8657",0.223382779171215,0.254408165167217,0.18288648587117,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14175"")"
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","1/10","216/8657",0.223382779171215,0.254408165167217,0.18288648587117,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05167/17869"")"
"mmu05169","mmu05169","Epstein-Barr virus infection","1/10","229/8657",0.235267215282038,0.256774825674612,0.184587807930402,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05169/17869"")"
"mmu04014","mmu04014","Ras signaling pathway","1/10","232/8657",0.237986423795982,0.256774825674612,0.184587807930402,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14175"")"
"mmu05163","mmu05163","Human cytomegalovirus infection","1/10","255/8657",0.258546310268864,0.271805095410857,0.19539262314516,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05163/17869"")"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","1/10","296/8657",0.293961996438247,0.299854030405746,0.215556170766647,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04060/12159"")"
"mmu05206","mmu05206","MicroRNAs in cancer","1/10","303/8657",0.299854030405746,0.299854030405746,0.215556170766647,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05206/17869"")"
