"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","url"
"mmu04110","mmu04110","Cell cycle","1/14","123/8657",0.181672346515971,0.315951906984297,0.249435716040235,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04110/17869"")"
"mmu04068","mmu04068","FoxO signaling pathway","1/14","131/8657",0.192354952042558,0.320450828853797,0.252987496463524,"16598",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04068/16598"")"
"mmu04371","mmu04371","Apelin signaling pathway","1/14","137/8657",0.200281768033623,0.320450828853797,0.252987496463524,"16598",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04371/16598"")"
"mmu05160","mmu05160","Hepatitis C","1/14","160/8657",0.230003489953512,0.32596895378542,0.257343910883227,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05160/17869"")"
"mmu04310","mmu04310","Wnt signaling pathway","1/14","162/8657",0.232538903338822,0.32596895378542,0.257343910883227,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04310/17869"")"
"mmu05161","mmu05161","Hepatitis B","1/14","162/8657",0.232538903338822,0.32596895378542,0.257343910883227,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05161/17869"")"
"mmu04630","mmu04630","JAK-STAT signaling pathway","1/14","165/8657",0.23632749149443,0.32596895378542,0.257343910883227,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04630/17869"")"
"mmu05225","mmu05225","Hepatocellular carcinoma","1/14","172/8657",0.245100097180893,0.326800129574525,0.258000102295677,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05225/17869"")"
"mmu04218","mmu04218","Cellular senescence","1/14","185/8657",0.261144312093427,0.336960402701196,0.266021370553576,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04218/17869"")"
"mmu05205","mmu05205","Proteoglycans in cancer","1/14","205/8657",0.285210525665844,0.340725290949514,0.268993650749616,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05205/17869"")"
"mmu04015","mmu04015","Rap1 signaling pathway","1/14","214/8657",0.29580105279692,0.340725290949514,0.268993650749616,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04015/14175"")"
"mmu04810","mmu04810","Regulation of actin cytoskeleton","1/14","216/8657",0.298134629580824,0.340725290949514,0.268993650749616,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04810/14175"")"
"mmu05167","mmu05167","Kaposi sarcoma-associated herpesvirus infection","1/14","216/8657",0.298134629580824,0.340725290949514,0.268993650749616,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05167/17869"")"
"mmu05169","mmu05169","Epstein-Barr virus infection","1/14","229/8657",0.31312871815498,0.342212310058925,0.270167613204415,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05169/17869"")"
"mmu04014","mmu04014","Ras signaling pathway","1/14","232/8657",0.316546386804506,0.342212310058925,0.270167613204415,"14175",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04014/14175"")"
"mmu05163","mmu05163","Human cytomegalovirus infection","1/14","255/8657",0.342228675937369,0.360240711513021,0.284400561720806,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05163/17869"")"
"mmu04060","mmu04060","Cytokine-cytokine receptor interaction","1/14","296/8657",0.385800451496781,0.392966033220009,0.310236342015797,"12159",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu04060/12159"")"
"mmu05206","mmu05206","MicroRNAs in cancer","1/14","303/8657",0.392966033220009,0.392966033220009,0.310236342015797,"17869",1,"=HYPERLINK(""http://www.kegg.jp/kegg-bin/show_pathway?mmu05206/17869"")"
